Event Type,C2S ID,Source IP,Source Port(s),Destination IP,Destination Port(s),Start Time,Stop Time
ddos,46210,16.98.115.22,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46211,16.141.168.14,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46212,16.161.221.15,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46213,16.199.43.11,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46214,16.225.81.18,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46215,16.231.228.19,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46216,16.244.78.44,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46217,17.59.230.16,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46218,17.73.109.30,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46219,17.163.65.12,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46220,17.202.87.37,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46221,17.241.216.32,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46222,17.246.169.62,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46223,18.177.218.56,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46224,19.14.122.18,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46225,19.16.150.31,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46226,19.202.221.20,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46227,19.214.138.15,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46228,20.17.228.67,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:10
ddos,46229,20.18.5.11,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:11
ddos,46230,20.21.128.24,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:11
ddos,46231,20.38.7.15,0,172.28.4.7,80,11/3/2009 11:09,11/3/2009 11:11
scan /usr/bin/nmap,43669,32.213.228.43,0,172.28.218.123,4899,11/3/2009 11:11,11/3/2009 11:11
post-phishing c2 heartbeat exploit/malware/malclie,43737,172.28.128.21,0,44.239.223.135,443,11/3/2009 11:11,11/3/2009 11:11
phishing email exploit/malware/trawler,43740,115.240.12.124,0,172.28.1.5,25,11/3/2009 11:11,11/3/2009 11:11
phishing email exploit/malware/trawler,43741,115.240.12.124,0,172.28.128.5,25,11/3/2009 11:11,11/3/2009 11:11
phishing email exploit/malware/trawler,43742,115.240.12.124,0,172.28.192.5,25,11/3/2009 11:11,11/3/2009 11:11
router-redirect /home/administrator/attack-scripts,43746,192.168.61.66,0,255.255.255.255,0,11/3/2009 11:11,11/3/2009 11:12
failed attack exploit/iis-asp-overflow,43748,153.25.121.118,0,172.28.28.128,80,11/3/2009 11:11,11/3/2009 11:11
failed attack exploit/iis-asp-overflow,43749,153.25.121.118,0,172.28.22.186,80,11/3/2009 11:11,11/3/2009 11:12
spam bot,46232,172.28.133.166,0,77.91.104.22,80,11/3/2009 11:11,11/3/2009 11:11
spam bot,46233,172.28.133.166,0,66.200.1.1,25,11/3/2009 11:11,11/3/2009 11:27
spam bot,46234,172.28.133.166,0,64.180.1.1,25,11/3/2009 11:11,11/3/2009 11:27
spam bot,46235,172.28.133.166,0,24.145.1.1,25,11/3/2009 11:11,11/3/2009 11:27
spam bot,46236,172.28.133.166,0,70.98.1.1,25,11/3/2009 11:11,11/3/2009 11:27
post-phishing c2 exploit/malware/malclient.pl,43738,172.28.128.21,0,44.239.223.135,443,11/3/2009 11:12,11/3/2009 11:12
failed attack exploit/iis-asp-overflow,43750,153.25.121.118,0,172.28.6.119,80,11/3/2009 11:12,11/3/2009 11:12
failed attack exploit/iis-asp-overflow,46237,153.25.121.118,0,172.28.20.14,80,11/3/2009 11:12,11/3/2009 11:12
failed attack exploit/iis-asp-overflow,46238,153.25.121.118,0,172.28.128.124,80,11/3/2009 11:12,11/3/2009 11:12
post-phishing c2 + tcp control channel exfil explo,43739,172.28.128.21,0,44.239.223.135,443,11/3/2009 11:14,11/3/2009 11:14
post-phishing client compromise + malicious downlo,43743,172.28.10.68,0,115.240.12.124,80,11/3/2009 11:14,11/3/2009 11:14
post-phishing client compromise + malicious downlo,43744,172.28.10.68,0,28.133.133.90,80,11/3/2009 11:14,11/3/2009 11:14
spambot client compromise,46239,201.89.32.16,80,172.28.12.167,38280,11/3/2009 11:14,11/3/2009 11:14
spambot client compromise,46240,201.89.32.16,80,172.28.12.45,42182,11/3/2009 11:14,11/3/2009 11:14
spambot client compromise,46241,201.89.32.16,80,172.28.128.218,52128,11/3/2009 11:14,11/3/2009 11:14
spambot client compromise,46242,201.89.32.16,80,172.28.133.166,47253,11/3/2009 11:15,11/3/2009 11:15
spambot client compromise,46243,201.89.32.16,80,172.28.133.17,38005,11/3/2009 11:15,11/3/2009 11:15
spambot client compromise,46244,201.89.32.16,80,172.28.15.104,55505,11/3/2009 11:15,11/3/2009 11:15
spambot client compromise,46245,201.89.32.16,80,172.28.16.39,56908,11/3/2009 11:15,11/3/2009 11:15
spambot client compromise,46246,201.89.32.16,80,172.28.198.83,41963,11/3/2009 11:15,11/3/2009 11:15
spambot client compromise,46247,201.89.32.16,80,172.28.211.200,55008,11/3/2009 11:16,11/3/2009 11:16
spambot client compromise,46248,201.89.32.16,80,172.28.218.87,34472,11/3/2009 11:16,11/3/2009 11:16
spambot client compromise,46249,201.89.32.16,80,172.28.27.162,39640,11/3/2009 11:16,11/3/2009 11:16
spambot client compromise,46250,201.89.32.16,80,172.28.6.47,51707,11/3/2009 11:16,11/3/2009 11:16
spambot client compromise,46251,44.29.203.5,80,172.28.132.25,50675,11/3/2009 11:17,11/3/2009 11:17
spambot malicious download,46252,64.222.102.58,80,172.28.132.25,37859,11/3/2009 11:17,11/3/2009 11:32
spambot client compromise,46253,44.29.203.5,80,172.28.198.147,59522,11/3/2009 11:17,11/3/2009 11:17
spambot client compromise,46254,44.29.203.5,80,172.28.22.122,48327,11/3/2009 11:17,11/3/2009 11:17
spambot malicious download,46255,64.222.102.58,80,172.28.198.147,48942,11/3/2009 11:17,11/3/2009 11:32
spam bot,46256,172.28.132.25,0,123.44.92.173,80,11/3/2009 11:17,11/3/2009 11:17
spambot malicious download,46257,64.222.102.58,80,172.28.22.122,54923,11/3/2009 11:17,11/3/2009 11:33
spambot client compromise,46258,44.29.203.5,80,172.28.2.98,43906,11/3/2009 11:17,11/3/2009 11:17
spam bot,46259,172.28.198.147,0,123.44.92.173,80,11/3/2009 11:17,11/3/2009 11:18
post-phishing c2 echo,43745,115.240.12.124,0,172.28.10.68,10000,11/3/2009 11:18,11/3/2009 11:18
post-phishing icmp exfil nc,43747,172.28.10.68,0,115.240.12.124,0,11/3/2009 11:18,11/3/2009 11:18
spam bot,46260,172.28.132.25,0,66.200.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46261,172.28.132.25,0,64.180.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46262,172.28.132.25,0,24.145.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46263,172.28.132.25,0,70.98.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spambot malicious download,46264,64.222.102.58,80,172.28.2.98,60297,11/3/2009 11:18,11/3/2009 11:33
spambot client compromise,46265,44.29.203.5,80,172.28.6.170,39212,11/3/2009 11:18,11/3/2009 11:18
spam bot,46266,172.28.22.122,0,123.44.92.173,80,11/3/2009 11:18,11/3/2009 11:18
spam bot,46267,172.28.198.147,0,66.200.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46268,172.28.198.147,0,64.180.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46269,172.28.198.147,0,24.145.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46270,172.28.198.147,0,70.98.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spambot malicious download,46271,64.222.102.58,80,172.28.6.170,55244,11/3/2009 11:18,11/3/2009 11:33
spambot client compromise,46272,44.29.203.5,80,172.28.6.48,56146,11/3/2009 11:18,11/3/2009 11:18
spam bot,46273,172.28.2.98,0,123.44.92.173,80,11/3/2009 11:18,11/3/2009 11:18
spam bot,46274,172.28.22.122,0,66.200.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46275,172.28.22.122,0,64.180.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46276,172.28.22.122,0,24.145.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46277,172.28.22.122,0,70.98.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spambot malicious download,46278,64.222.102.58,80,172.28.6.48,51452,11/3/2009 11:18,11/3/2009 11:33
spam bot,46279,172.28.6.170,0,123.44.92.173,80,11/3/2009 11:18,11/3/2009 11:18
spam bot,46280,172.28.2.98,0,66.200.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46281,172.28.2.98,0,64.180.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46282,172.28.2.98,0,24.145.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46283,172.28.2.98,0,70.98.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spambot client compromise,46284,44.29.203.5,80,172.28.8.210,37436,11/3/2009 11:18,11/3/2009 11:18
spam bot,46285,172.28.6.48,0,123.44.92.173,80,11/3/2009 11:18,11/3/2009 11:18
spam bot,46286,172.28.6.170,0,66.200.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46287,172.28.6.170,0,64.180.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46288,172.28.6.170,0,24.145.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spam bot,46289,172.28.6.170,0,70.98.1.1,25,11/3/2009 11:18,11/3/2009 11:33
spambot malicious download,46290,64.222.102.58,80,172.28.8.210,39438,11/3/2009 11:18,11/3/2009 11:33
spam bot,46291,172.28.6.48,0,66.200.1.1,25,11/3/2009 11:18,11/3/2009 11:34
spam bot,46292,172.28.6.48,0,64.180.1.1,25,11/3/2009 11:18,11/3/2009 11:34
spam bot,46293,172.28.6.48,0,24.145.1.1,25,11/3/2009 11:18,11/3/2009 11:34
spam bot,46294,172.28.6.48,0,70.98.1.1,25,11/3/2009 11:18,11/3/2009 11:34
spam bot,46295,172.28.8.210,0,123.44.92.173,80,11/3/2009 11:18,11/3/2009 11:18
spambot client compromise,46296,44.29.203.5,80,172.28.3.39,33211,11/3/2009 11:19,11/3/2009 11:19
spam bot,46297,172.28.8.210,0,66.200.1.1,25,11/3/2009 11:19,11/3/2009 11:34
spam bot,46298,172.28.8.210,0,64.180.1.1,25,11/3/2009 11:19,11/3/2009 11:34
spam bot,46299,172.28.8.210,0,24.145.1.1,25,11/3/2009 11:19,11/3/2009 11:34
spam bot,46300,172.28.8.210,0,70.98.1.1,25,11/3/2009 11:19,11/3/2009 11:34
spambot malicious download,46301,64.222.102.58,80,172.28.3.39,50310,11/3/2009 11:19,11/3/2009 11:34
spam bot,46302,172.28.3.39,0,123.44.92.173,80,11/3/2009 11:19,11/3/2009 11:19
spambot client compromise,46303,44.29.203.5,80,172.28.3.248,52280,11/3/2009 11:19,11/3/2009 11:19
spam bot,46304,172.28.3.39,0,66.200.1.1,25,11/3/2009 11:19,11/3/2009 11:21
spam bot,46305,172.28.3.39,0,64.180.1.1,25,11/3/2009 11:19,11/3/2009 11:21
spam bot,46306,172.28.3.39,0,24.145.1.1,25,11/3/2009 11:19,11/3/2009 11:21
spam bot,46307,172.28.3.39,0,70.98.1.1,25,11/3/2009 11:19,11/3/2009 11:21
spambot malicious download,46308,64.222.102.58,80,172.28.3.248,38035,11/3/2009 11:19,11/3/2009 11:34
spam bot,46309,172.28.3.248,0,123.44.92.173,80,11/3/2009 11:19,11/3/2009 11:19
spambot client compromise,46310,44.29.203.5,80,172.28.130.83,54407,11/3/2009 11:19,11/3/2009 11:19
spambot malicious download,46311,64.222.102.58,80,172.28.130.83,44259,11/3/2009 11:20,11/3/2009 11:35
spam bot,46312,172.28.3.248,0,66.200.1.1,25,11/3/2009 11:20,11/3/2009 11:35
spam bot,46313,172.28.3.248,0,64.180.1.1,25,11/3/2009 11:20,11/3/2009 11:35
spam bot,46314,172.28.3.248,0,24.145.1.1,25,11/3/2009 11:20,11/3/2009 11:35
spam bot,46315,172.28.3.248,0,70.98.1.1,25,11/3/2009 11:20,11/3/2009 11:35
spam bot,46316,172.28.130.83,0,123.44.92.173,80,11/3/2009 11:20,11/3/2009 11:20
spam bot,46317,172.28.130.83,0,66.200.1.1,25,11/3/2009 11:20,11/3/2009 11:35
spam bot,46318,172.28.130.83,0,64.180.1.1,25,11/3/2009 11:20,11/3/2009 11:35
spam bot,46319,172.28.130.83,0,24.145.1.1,25,11/3/2009 11:20,11/3/2009 11:35
spam bot,46320,172.28.130.83,0,70.98.1.1,25,11/3/2009 11:20,11/3/2009 11:35
phishing email exploit/malware/trawler,43753,212.45.250.61,0,172.28.128.5,25,11/3/2009 11:25,11/3/2009 11:25
post-phishing c2 heartbeat exploit/malware/malclie,43754,172.28.192.5,0,212.45.250.61,8181,11/3/2009 11:27,11/3/2009 11:27
post-phishing c2 exploit/malware/malclient.pl,43755,172.28.192.5,0,212.45.250.61,8181,11/3/2009 11:29,11/3/2009 11:29
post-phishing c2 exploit/malware/malclient.pl,43756,172.28.192.5,0,212.45.250.61,8181,11/3/2009 11:34,11/3/2009 11:34
post-phishing c2 + tcp control channel exfil explo,43757,172.28.192.5,0,212.45.250.61,8181,11/3/2009 11:36,11/3/2009 11:36
phishing email exploit/malware/trawler,43758,130.149.81.31,0,172.28.1.5,25,11/3/2009 11:42,11/3/2009 11:42
failed attack exploit/iis-asp-overflow,43762,153.25.121.118,0,172.28.28.128,80,11/3/2009 11:43,11/3/2009 11:43
failed attack exploit/iis-asp-overflow,43763,153.25.121.118,0,172.28.22.186,80,11/3/2009 11:43,11/3/2009 11:43
failed attack exploit/iis-asp-overflow,43764,153.25.121.118,0,172.28.6.119,80,11/3/2009 11:43,11/3/2009 11:43
failed attack exploit/iis-asp-overflow,46321,153.25.121.118,0,172.28.20.14,80,11/3/2009 11:43,11/3/2009 11:43
failed attack exploit/iis-asp-overflow,46322,153.25.121.118,0,172.28.128.124,80,11/3/2009 11:43,11/3/2009 11:43
post-phishing client compromise + malicious downlo,43759,172.28.6.134,0,130.149.81.31,80,11/3/2009 11:46,11/3/2009 11:46
post-phishing client compromise + malicious downlo,43760,172.28.6.134,0,28.133.133.90,80,11/3/2009 11:46,11/3/2009 11:46
post-phishing c2 + tcp control channel exfil nc,43761,130.149.81.31,0,172.28.6.134,10000,11/3/2009 11:51,11/3/2009 11:51
phishing email exploit/malware/trawler,43767,116.70.60.210,0,172.28.1.5,25,11/3/2009 11:52,11/3/2009 11:52
phishing email exploit/malware/trawler,43768,116.70.60.210,0,172.28.128.5,25,11/3/2009 11:52,11/3/2009 11:52
phishing email exploit/malware/trawler,43769,116.70.60.210,0,172.28.192.5,25,11/3/2009 11:52,11/3/2009 11:52
scan /usr/bin/nmap,43670,219.160.125.33,42311,172.28.74.179,4899,11/3/2009 11:53,11/3/2009 11:53
post-phishing client compromise + malicious downlo,43770,172.28.219.74,0,116.70.60.210,80,11/3/2009 11:56,11/3/2009 11:56
post-phishing client compromise + malicious downlo,43771,172.28.219.74,0,28.133.133.90,80,11/3/2009 11:56,11/3/2009 11:56
phishing email exploit/malware/trawler,43775,43.79.200.176,0,172.28.1.5,25,11/3/2009 11:56,11/3/2009 11:56
phishing email exploit/malware/trawler,43777,43.79.200.176,0,172.28.128.5,25,11/3/2009 11:56,11/3/2009 11:56
post-phishing c2 heartbeat exploit/malware/malclie,43782,172.28.133.86,0,43.79.200.176,25,11/3/2009 11:58,11/3/2009 11:58
post-phishing c2 exploit/malware/malclient.pl,43785,172.28.133.86,0,43.79.200.176,25,11/3/2009 12:00,11/3/2009 12:00
post-phishing c2 echo,43772,116.70.60.210,0,172.28.219.74,10000,11/3/2009 12:01,11/3/2009 12:01
post-phishing tcp exfil nc,43773,172.28.219.74,0,76.166.183.26,443,11/3/2009 12:01,11/3/2009 12:16
failed attack exploit/iis-asp-overflow,43778,153.25.121.118,0,172.28.28.128,80,11/3/2009 12:02,11/3/2009 12:02
failed attack exploit/iis-asp-overflow,43781,153.25.121.118,0,172.28.22.186,80,11/3/2009 12:02,11/3/2009 12:02
failed attack exploit/iis-asp-overflow,43784,153.25.121.118,0,172.28.6.119,80,11/3/2009 12:02,11/3/2009 12:02
post-phishing c2 + tcp control channel exfil explo,43787,172.28.133.86,0,43.79.200.176,25,11/3/2009 12:02,11/3/2009 12:02
failed attack exploit/iis-asp-overflow,46323,153.25.121.118,0,172.28.20.14,80,11/3/2009 12:02,11/3/2009 12:02
failed attack exploit/iis-asp-overflow,46324,153.25.121.118,0,172.28.128.124,80,11/3/2009 12:02,11/3/2009 12:02
out2in dns,46325,255.255.255.255,0,255.255.255.255,53,11/3/2009 12:03,11/3/2009 12:10
compromised_server,46326,172.28.108.88,0,255.255.255.255,53,11/3/2009 12:04,11/3/2009 12:10
compromised_server,46327,172.28.188.34,0,255.255.255.255,53,11/3/2009 12:05,11/3/2009 12:10
compromised_server,46328,172.28.18.49,0,255.255.255.255,53,11/3/2009 12:05,11/3/2009 12:10
compromised_server,46329,172.28.193.152,0,255.255.255.255,53,11/3/2009 12:06,11/3/2009 12:10
compromised_server,46330,172.28.154.191,0,255.255.255.255,53,11/3/2009 12:06,11/3/2009 12:10
compromised_server,46331,172.28.140.128,0,255.255.255.255,53,11/3/2009 12:06,11/3/2009 12:10
compromised_server,46332,172.28.105.141,0,255.255.255.255,53,11/3/2009 12:06,11/3/2009 12:10
compromised_server,46333,172.28.117.175,0,255.255.255.255,53,11/3/2009 12:06,11/3/2009 12:10
compromised_server,46334,172.28.151.92,0,255.255.255.255,53,11/3/2009 12:06,11/3/2009 12:10
compromised_server,46335,172.28.186.148,0,255.255.255.255,53,11/3/2009 12:06,11/3/2009 12:10
scan /usr/bin/nmap,43672,158.190.85.16,9358,172.28.116.90,80,11/3/2009 12:08,11/3/2009 12:08
scan /usr/bin/nmap,43675,211.144.70.97,40510,172.28.154.10,21,11/3/2009 12:11,11/3/2009 12:11
out2in dns,46336,255.255.255.255,0,255.255.255.255,53,11/3/2009 12:15,11/3/2009 12:21
compromised_server,46337,172.28.108.88,0,255.255.255.255,53,11/3/2009 12:16,11/3/2009 12:21
compromised_server,46338,172.28.188.34,0,255.255.255.255,53,11/3/2009 12:16,11/3/2009 12:21
compromised_server,46339,172.28.18.49,0,255.255.255.255,53,11/3/2009 12:17,11/3/2009 12:21
compromised_server,46340,172.28.193.152,0,255.255.255.255,53,11/3/2009 12:17,11/3/2009 12:21
compromised_server,46341,172.28.154.191,0,255.255.255.255,53,11/3/2009 12:17,11/3/2009 12:21
compromised_server,46342,172.28.140.128,0,255.255.255.255,53,11/3/2009 12:17,11/3/2009 12:21
compromised_server,46343,172.28.105.141,0,255.255.255.255,53,11/3/2009 12:18,11/3/2009 12:21
compromised_server,46344,172.28.117.175,0,255.255.255.255,53,11/3/2009 12:18,11/3/2009 12:21
compromised_server,46345,172.28.151.92,0,255.255.255.255,53,11/3/2009 12:18,11/3/2009 12:21
compromised_server,46346,172.28.186.148,0,255.255.255.255,53,11/3/2009 12:18,11/3/2009 12:21
ddos,46347,218.233.109.140,0,172.28.4.7,80,11/3/2009 12:28,11/3/2009 12:33
ddos,46348,155.108.237.71,0,172.28.4.7,80,11/3/2009 12:28,11/3/2009 12:33
out2in dns,46349,255.255.255.255,0,255.255.255.255,53,11/3/2009 12:49,11/3/2009 12:56
compromised_server,46350,172.28.108.88,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46351,172.28.188.34,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46352,172.28.18.49,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46353,172.28.193.152,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46354,172.28.154.191,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46355,172.28.186.148,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46356,172.28.140.128,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46357,172.28.151.92,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46358,172.28.105.141,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
compromised_server,46359,172.28.117.175,0,255.255.255.255,53,11/3/2009 12:50,11/3/2009 12:56
phishing email exploit/malware/trawler,43793,23.3.252.153,0,172.28.1.5,25,11/3/2009 13:07,11/3/2009 13:07
phishing email exploit/malware/trawler,43794,23.3.252.153,0,172.28.128.5,25,11/3/2009 13:07,11/3/2009 13:07
ddos,46361,19.202.221.72,0,172.28.4.7,0,11/3/2009 13:07,11/3/2009 13:08
post-phishing c2 heartbeat exploit/malware/malclie,43795,172.28.136.45,0,23.3.252.153,80,11/3/2009 13:09,11/3/2009 13:09
post-phishing c2 exploit/malware/malclient.pl,43796,172.28.136.45,0,23.3.252.153,80,11/3/2009 13:11,11/3/2009 13:11
client compromise,46363,205.63.202.67,80,172.28.1.134,60578,11/3/2009 13:22,11/3/2009 13:22
client compromise,46364,205.63.202.67,80,172.28.129.124,42326,11/3/2009 13:22,11/3/2009 13:22
client compromise,46365,205.63.202.67,80,172.28.1.203,42210,11/3/2009 13:23,11/3/2009 13:23
client compromise,46366,205.63.202.67,80,172.28.133.12,37232,11/3/2009 13:23,11/3/2009 13:23
client compromise,46367,205.63.202.67,80,172.28.133.158,45282,11/3/2009 13:23,11/3/2009 13:23
client compromise,46368,205.63.202.67,80,172.28.133.86,39490,11/3/2009 13:23,11/3/2009 13:23
client compromise,46369,205.63.202.67,80,172.28.195.194,49660,11/3/2009 13:23,11/3/2009 13:23
client compromise,46370,205.63.202.67,80,172.28.198.166,51801,11/3/2009 13:23,11/3/2009 13:23
client compromise,46371,205.63.202.67,80,172.28.20.99,60447,11/3/2009 13:24,11/3/2009 13:24
client compromise,46372,205.63.202.67,80,172.28.4.202,40584,11/3/2009 13:24,11/3/2009 13:24
malware ddos,46373,172.28.133.86,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
malware ddos,46374,172.28.198.166,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
malware ddos,46375,172.28.129.124,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
malware ddos,46376,172.28.195.194,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
malware ddos,46377,172.28.1.134,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
malware ddos,46378,172.28.133.158,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
malware ddos,46379,172.28.1.203,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
malware ddos,46380,172.28.133.12,0,152.162.178.254,499,11/3/2009 13:27,11/3/2009 13:32
ddos,46381,1.23.177.16,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46382,1.90.252.36,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46383,1.101.50.36,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46384,1.102.195.22,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46385,1.144.159.30,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46386,1.181.20.71,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46387,1.199.49.19,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46388,1.226.12.37,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46389,2.66.18.14,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46390,2.190.156.35,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46391,2.234.50.12,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46392,3.1.141.25,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46393,3.118.53.21,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46394,3.121.212.34,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46395,3.194.221.19,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:46
ddos,46396,3.230.71.16,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46397,4.149.26.80,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46398,4.220.7.27,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46399,5.154.248.27,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46400,5.180.127.39,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46401,5.189.157.16,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46402,6.9.39.78,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46403,6.24.147.26,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46404,6.56.181.16,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46405,6.73.219.34,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46406,6.108.61.62,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46407,6.114.72.11,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46408,6.148.44.38,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46409,6.166.35.36,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46410,6.216.54.23,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46411,6.223.43.24,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46412,6.231.114.20,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46413,7.12.133.14,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46414,7.64.14.33,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46415,7.122.229.21,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46416,7.139.86.72,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46417,8.35.39.15,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46418,8.47.167.19,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46419,8.70.145.44,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46420,8.141.153.31,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46421,8.157.132.13,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46422,8.178.210.61,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46423,8.179.82.34,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
ddos,46424,8.199.76.40,0,172.28.4.7,80,11/3/2009 13:45,11/3/2009 13:47
